Full Name,Best Position,Weak Foot Rating,Skill Moves,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Brandon Servania,CDM,2,2,68,50,60,65,61,63,55,46,54,65,47,64,57,51,60,66,67,69,66,62,66,60,61,64,64,52,58,59,49,60,47,61,63,64,58,6,15,9,8,13
Ronan Finn,RWB,3,3,58,58,61,63,55,71,58,55,55,65,54,63,53,57,62,64,55,61,67,59,60,62,61,83,68,63,65,53,58,61,58,64,55,57,54,16,11,13,10,11
Lee O'Connor,CM,3,2,70,53,60,64,61,69,56,50,59,63,43,62,56,47,62,63,72,69,70,61,77,58,78,81,65,58,61,62,59,61,48,67,60,62,64,12,12,11,8,14
Alex Samuel,ST,3,3,82,61,51,64,33,69,48,62,58,55,57,63,46,43,44,62,81,83,74,57,72,61,79,79,66,58,60,28,63,56,62,59,30,32,27,8,14,15,12,15
Conor Wilkinson,ST,3,3,76,63,57,63,32,70,56,62,57,57,57,64,62,57,52,63,75,76,68,58,59,67,65,74,70,62,67,23,60,58,63,61,26,39,25,7,13,14,7,6
Yvandro Borges Sanches,RM,2,3,75,57,64,61,53,57,64,57,54,67,58,64,63,64,66,54,76,74,68,52,66,56,60,64,49,56,68,52,58,56,59,57,54,52,52,10,10,5,13,10
Andrea Cagnano,LB,3,2,67,33,53,55,58,69,56,30,48,63,34,52,37,42,51,56,66,68,67,62,62,31,54,72,75,35,54,64,39,40,46,44,57,57,59,7,9,7,9,11
Tihomir Kostadinov,RM,3,3,67,58,63,64,33,55,64,59,36,65,42,65,62,42,60,66,64,69,60,57,66,58,59,64,55,58,42,28,62,64,54,64,35,33,34,10,9,8,6,13
Jack McGlynn,CM,3,2,70,48,65,64,51,58,53,43,48,69,41,62,66,72,67,64,71,69,68,59,72,53,60,64,56,59,55,49,55,65,31,63,44,60,54,5,7,12,13,5
Florian Heister,RM,3,2,88,52,59,67,53,62,64,51,45,63,53,65,55,42,56,66,90,87,80,58,80,60,81,70,63,44,45,50,54,54,55,53,54,58,52,13,13,14,10,6
Fredrik SjÃ¸lstad,CDM,3,2,70,41,55,60,59,67,41,28,50,62,36,60,34,42,62,62,67,73,61,59,54,55,71,65,69,51,63,61,60,61,46,58,60,60,58,7,10,8,12,9
Ibrahim Cissoko,RM,4,4,79,59,58,63,31,53,58,59,50,61,50,61,59,55,58,60,77,80,85,59,68,63,49,53,57,55,43,17,61,54,58,50,34,30,33,9,6,11,9,9
Junior Flemmings,LW,3,3,65,66,58,62,30,48,60,67,47,64,58,65,52,42,50,64,66,65,57,47,59,74,37,40,60,61,32,28,65,58,53,55,26,30,28,14,11,10,11,6
Rauno Sappinen,ST,3,2,57,62,46,62,20,55,31,67,64,61,55,58,37,32,40,65,62,52,60,66,80,58,70,49,64,56,34,17,67,43,63,62,19,10,17,10,6,10,14,14
Ãngel Baena PÃ©rez,RM,3,3,78,53,59,64,28,57,63,52,32,63,49,64,61,48,54,60,76,80,75,58,78,60,64,56,56,49,61,23,65,54,48,59,23,34,32,13,13,14,11,9
Nishan Burkart,ST,4,3,77,61,54,64,27,63,58,64,61,58,54,63,55,45,50,61,79,76,75,61,76,61,63,66,62,55,62,15,64,46,54,61,36,15,22,12,13,6,6,11
HÃ©lder LuÃ­s Vieira Tavares,CDM,2,2,52,55,58,60,61,67,51,51,59,63,50,57,48,42,60,61,53,51,67,61,72,66,59,72,65,56,67,61,59,59,52,62,59,63,61,12,6,8,8,14
Robbie McKenzie,CB,2,2,61,47,57,57,62,73,48,39,61,62,38,58,49,54,58,60,55,66,46,62,52,63,73,73,74,49,71,60,57,58,43,56,62,63,63,8,8,13,10,11
Rodrigo MuÃ±oz,GK,2,1,62,63,64,61,46,68,14,17,16,26,20,18,19,17,19,22,46,45,30,53,57,48,50,32,51,12,19,24,15,43,23,29,15,15,16,62,63,64,68,61
Zakaria Sami,CB,3,2,48,47,54,56,60,80,46,41,64,60,39,54,45,33,56,62,45,50,47,57,49,57,83,82,81,50,74,60,55,55,40,55,60,60,56,9,12,7,15,9
Uros MilovanoviÄ‡,ST,5,3,58,64,48,58,20,52,34,66,67,62,50,60,37,48,42,57,58,58,55,67,50,63,60,53,62,64,25,11,64,44,63,47,16,18,10,8,9,14,11,14
Lee Angol,ST,3,3,78,61,56,63,30,69,54,62,59,58,53,63,58,59,49,62,78,78,68,55,70,65,80,72,75,55,45,30,61,57,62,60,30,23,24,10,8,16,10,9
Hillel KonatÃ©,GK,2,1,63,61,62,66,53,58,16,15,16,33,13,13,16,18,18,29,54,52,55,59,61,47,70,22,57,18,20,11,10,38,26,49,11,18,15,63,61,62,58,66
Oskar Zawada,ST,3,2,74,59,51,58,26,71,41,58,65,57,59,57,53,39,49,62,73,75,57,59,50,67,55,66,81,54,58,22,61,56,61,49,20,23,22,10,7,7,15,6
Antoine ValÃ©rio,CAM,2,3,66,50,61,67,57,62,47,47,55,70,45,67,61,54,65,68,69,63,70,59,61,63,69,61,63,45,60,56,58,60,48,61,56,59,53,8,13,10,8,11
Diego Collado Raya,ST,4,3,64,66,58,62,31,50,56,67,58,60,57,64,57,59,58,61,65,64,65,57,62,66,55,62,52,65,29,25,69,57,60,51,31,28,29,11,6,14,9,14
Dominic Samuel,ST,3,3,75,62,52,62,38,71,49,63,62,59,57,62,62,40,42,63,76,74,64,58,60,62,75,68,76,59,60,30,59,51,64,58,44,31,28,15,7,16,15,6
Marino Defendi,RM,3,3,74,57,63,67,55,63,59,50,58,66,50,65,68,61,65,64,78,71,78,63,75,64,86,74,58,64,58,54,65,59,62,69,52,59,55,13,8,6,10,7
Pyry Soiri,LW,3,3,77,59,56,63,46,57,58,59,43,58,52,63,49,40,55,64,78,76,68,56,68,67,49,60,56,52,56,47,64,56,55,53,46,46,44,11,12,10,6,7
Juan Carlos Arana GÃ³mez,ST,3,3,63,66,52,59,33,53,39,68,67,59,58,59,45,55,54,58,63,63,65,59,65,66,68,59,57,60,33,20,68,51,70,48,25,36,36,14,13,9,10,14
Joshua Kayode,ST,3,2,73,61,52,62,23,70,51,62,59,57,54,63,45,41,40,61,69,77,65,61,60,63,57,73,79,58,48,22,62,56,55,59,17,18,17,11,14,9,12,7
Allan Arigoni,RB,2,2,90,38,50,60,58,71,50,28,58,55,35,59,41,36,54,56,91,90,83,53,59,53,87,71,70,41,70,57,57,46,40,52,58,60,56,8,9,7,9,7
Vasilis Zagaritis,LB,2,2,77,42,49,60,59,60,55,33,53,53,41,58,50,34,51,55,74,80,70,63,78,58,59,72,56,45,53,59,53,37,37,57,61,60,58,13,9,9,10,13
Thomas Santos,RM,3,2,85,52,56,61,47,62,60,51,40,60,54,58,49,47,54,61,83,86,70,58,82,59,64,68,63,46,51,48,58,52,45,56,49,50,39,5,8,10,10,8
PathÃ© Mboup,LW,3,2,83,62,51,67,22,49,54,61,32,52,55,66,54,35,48,66,82,83,78,52,80,72,45,50,55,60,32,18,58,51,56,54,21,21,23,13,11,13,11,11
Mikael NorÃ¸ Ingebrigtsen,RW,2,3,79,62,54,66,42,58,54,63,44,57,51,63,54,55,49,64,82,77,89,55,85,65,85,65,55,61,49,43,59,52,63,53,40,43,41,15,15,14,10,9
Bongokuhle Hlongwane,ST,3,3,75,63,51,65,46,64,48,65,63,58,54,65,45,38,35,63,73,77,67,64,73,59,76,73,68,62,39,34,65,60,68,58,44,50,42,8,13,11,14,10
Lucas Akins,ST,3,3,71,62,59,63,52,82,61,59,57,61,54,63,58,54,56,59,75,67,68,61,73,69,78,84,85,60,72,53,61,55,69,60,50,53,50,11,12,12,6,11
Liam Polworth,RM,4,3,66,59,65,64,57,62,65,59,50,66,58,63,68,65,65,64,64,68,69,59,74,60,52,71,60,59,59,58,59,63,60,62,59,55,57,12,7,11,13,7
Mika Schroers,ST,3,2,67,65,62,64,37,48,63,65,63,64,68,64,69,56,57,65,66,67,68,49,74,64,50,54,47,65,42,40,61,59,68,51,38,28,28,9,6,11,6,11
Felix Higl,ST,3,2,64,61,55,58,27,72,54,65,66,64,46,61,30,39,40,62,54,72,52,50,41,66,63,70,83,55,49,24,59,60,53,43,24,20,19,13,7,14,8,13
AdriÃ  Vilanova Chaure,CB,3,2,59,29,46,43,63,65,28,20,65,64,29,34,34,26,46,48,59,59,47,60,59,54,69,63,68,24,57,62,26,38,37,50,54,69,68,5,8,9,15,13
Antonio Raimondo,CAM,2,3,66,61,61,68,28,57,59,63,65,67,49,71,70,48,58,68,63,69,65,56,67,65,58,54,60,56,52,28,57,56,68,65,19,27,21,7,5,8,10,7
Sander Christiansen,RM,3,2,64,52,64,64,59,59,64,53,58,66,50,64,57,57,65,65,66,63,62,60,61,58,59,62,60,45,54,56,58,63,50,66,57,63,64,9,13,9,12,14
Tim BjÃ¶rkstrÃ¶m,CB,2,2,64,38,55,56,61,70,54,34,57,62,38,54,55,40,56,56,60,67,62,64,64,52,81,69,72,34,65,60,45,49,35,54,62,61,60,12,10,15,15,16
Justin SteinkÃ¶tter,ST,4,2,80,62,51,59,27,60,50,63,61,60,56,57,48,38,40,58,81,80,71,62,70,66,71,64,58,56,57,20,62,50,58,52,30,21,17,7,12,8,9,6
Raul JosÃ¨ Asencio Moraes,ST,3,2,69,60,51,61,24,61,39,64,68,63,47,60,44,36,43,61,70,69,71,59,52,58,70,57,70,55,42,25,63,52,61,65,19,18,15,9,9,7,9,11
Billy Koumetio,CB,3,2,64,32,43,44,61,73,33,29,65,51,28,33,36,28,50,53,63,65,54,55,48,45,73,58,82,23,68,59,31,40,40,53,57,64,60,14,11,6,14,9
Lucas Dias,GK,2,1,64,63,59,63,28,61,14,7,11,26,7,10,13,10,20,18,27,30,36,55,49,44,64,27,43,6,20,12,8,34,11,37,11,13,11,64,63,59,61,63
Luis SÃ¡nchez,CAM,3,3,67,61,59,69,43,64,48,63,25,61,39,72,61,62,60,65,64,70,81,68,70,60,52,74,66,64,48,40,60,65,56,51,42,52,41,11,6,12,8,7
Kristoffer Ã˜demarksbakken,LM,3,3,73,57,57,63,48,59,56,58,46,60,48,64,54,46,56,62,73,73,69,54,64,58,56,67,57,55,57,48,60,58,48,60,48,50,48,8,15,13,13,13
Omar Bugiel,ST,4,2,67,60,50,59,37,79,42,61,64,58,52,59,49,41,41,62,66,68,54,61,58,66,91,71,85,56,70,29,63,55,57,56,36,38,27,12,5,7,13,6
Dennis Olsson,LWB,2,2,74,54,55,59,57,67,60,51,48,56,29,57,55,56,53,58,73,74,72,55,69,68,70,78,64,60,60,57,52,49,35,48,58,59,59,8,8,8,8,14
Nico Ochojski,RB,3,2,76,47,55,58,58,65,58,40,48,59,40,56,52,48,57,55,75,76,75,57,67,62,72,74,60,53,62,56,44,48,36,48,57,62,59,8,14,13,14,8
Michel Niemeyer,LW,3,3,80,56,58,68,52,59,64,64,40,66,36,67,41,35,44,67,78,82,78,60,78,60,63,73,58,40,44,52,60,57,50,53,55,51,54,7,8,9,6,10
Filip Koperski,RB,3,2,67,46,58,57,60,57,60,44,58,62,45,57,48,40,58,56,65,69,56,61,65,53,52,63,57,41,53,58,48,56,51,60,60,61,58,6,12,8,9,6
Tomi JuriÄ‡,ST,4,3,65,64,53,60,39,71,49,63,60,57,61,61,45,60,50,61,60,69,58,58,55,68,68,50,85,61,65,37,64,52,76,62,36,38,36,11,9,14,8,14
Agostino Camigliano,CB,3,2,53,16,30,37,66,61,11,13,67,45,11,22,16,20,40,45,48,57,44,59,68,26,70,42,73,11,54,62,14,19,25,65,66,68,65,13,14,10,6,9
Christos Gravius,CM,2,3,63,51,64,65,52,62,55,43,34,66,59,62,64,66,65,65,62,64,75,61,74,64,52,76,59,52,53,55,62,67,48,65,52,55,50,9,6,10,10,8
Florin Purece,CAM,3,3,64,63,66,65,42,60,62,62,32,68,58,66,64,67,65,64,61,66,73,63,60,64,44,68,58,67,60,51,62,68,58,61,50,35,35,15,11,9,11,7
Marcos Luna Luna Ruiz,CB,3,2,66,35,44,52,65,70,54,34,60,49,30,59,37,36,34,40,65,66,52,58,61,35,64,73,74,32,60,60,50,38,47,44,65,69,66,14,5,6,13,10
Nico Rieble,LB,4,2,72,42,55,60,60,72,57,33,62,56,37,59,48,42,61,58,70,73,66,60,63,61,83,71,74,46,65,57,40,51,37,62,58,62,60,7,9,7,6,12
Gabriel Enache,RB,3,3,72,60,62,61,59,64,62,56,54,63,56,61,63,62,61,61,70,73,70,56,62,66,48,62,66,63,64,56,59,59,59,53,57,63,59,7,13,8,11,8
Jon Sillero Monreal,CB,2,2,66,43,53,54,65,62,56,39,52,61,32,49,38,39,45,54,68,65,65,63,71,56,67,61,62,41,60,68,49,48,44,52,67,67,63,15,14,15,7,14
Anders Finjord Jenssen,CB,2,2,53,32,46,47,61,73,33,25,62,62,38,39,32,30,56,55,52,53,49,56,55,52,78,67,82,25,56,62,28,31,40,59,61,61,59,11,9,14,15,13
Victor Lind,ST,4,2,83,62,54,65,42,59,51,65,48,60,52,62,46,41,52,66,81,85,76,60,72,64,60,65,58,58,52,45,63,54,60,53,43,41,29,8,10,10,7,14
Tobias Lauritsen,ST,3,2,66,62,50,59,41,73,44,63,64,53,56,59,52,38,46,62,64,67,56,59,55,65,69,73,80,59,57,39,63,56,62,58,35,41,36,6,11,7,13,12
Davide Mazzocco,CM,3,2,67,55,64,62,58,65,57,51,56,69,57,62,60,59,66,64,68,66,61,60,61,64,49,64,67,57,67,58,52,62,49,63,60,59,55,12,13,11,6,13
Oliver Steurer,CB,3,2,64,34,49,46,61,74,54,26,64,58,30,39,34,27,45,59,52,73,36,57,45,53,63,59,87,32,64,57,31,40,40,43,60,63,58,13,14,7,14,15
Johnny Koutroumbis,CB,3,2,73,25,51,61,64,70,48,22,55,56,22,58,34,32,55,59,74,73,74,58,69,24,72,76,73,22,54,70,50,49,36,61,62,65,63,6,14,8,10,13
Jacek KieÅ‚b,LM,3,3,66,64,59,64,40,67,62,62,53,60,59,62,54,62,56,63,64,67,75,62,63,68,71,61,73,67,60,38,61,58,65,66,44,35,35,12,12,10,6,7
Kevin Koffi,ST,3,3,68,60,49,67,36,69,51,64,53,48,56,66,32,45,41,67,71,66,67,64,75,60,82,58,78,52,59,29,68,61,49,63,36,36,30,6,6,9,6,14
Szymon Matuszek,CB,3,2,32,44,48,52,64,75,32,32,62,58,50,49,52,28,55,56,33,32,46,63,54,59,72,73,74,52,79,63,50,45,45,60,68,62,61,14,11,6,7,8
Paddy Barrett,CB,2,2,53,43,45,49,61,75,27,40,64,57,28,46,37,31,62,49,54,53,55,54,49,52,72,68,80,49,74,59,25,36,37,52,62,60,57,7,6,11,11,15
Tashan Oakley-Boothe,CM,3,3,64,41,63,62,59,59,48,39,45,70,34,62,56,55,68,65,63,65,57,58,51,44,59,61,58,36,59,61,56,64,52,65,60,62,55,13,7,9,14,8
Kevin Yakob,CAM,3,2,70,61,59,65,48,65,56,65,59,62,48,63,55,54,55,66,69,71,75,56,76,63,70,68,66,53,58,46,65,63,54,60,38,55,47,5,12,12,7,11
Jean Pierre Rosso,RWB,2,2,71,46,58,62,58,58,65,41,52,63,49,61,46,49,49,60,73,69,71,56,66,47,57,68,57,56,47,59,59,54,39,58,55,61,59,14,7,9,10,7
Benjamin KÃ¤llman,ST,3,2,79,60,48,63,23,68,36,63,68,55,50,62,44,36,45,62,80,79,73,53,69,60,72,71,71,57,55,19,61,55,60,63,22,13,16,7,9,11,8,5
Dominykas Barauskas,CB,3,2,64,33,48,49,63,64,34,32,62,62,32,34,44,29,56,67,61,67,54,54,58,42,69,65,67,24,55,62,34,35,41,43,60,66,66,6,6,8,6,6
Almahdi Ali,CB,3,2,47,29,41,37,63,72,35,29,68,50,36,31,29,21,43,36,44,50,41,60,52,35,68,66,75,20,72,57,29,38,32,52,64,63,62,6,10,11,11,6
Tate Russell,RWB,3,2,76,39,57,60,55,65,63,39,50,59,25,58,45,33,65,60,77,76,73,55,70,42,67,81,63,36,48,55,56,51,37,53,56,56,53,11,6,13,9,9
Virgiliu Postolachi,ST,3,2,61,64,48,60,31,70,39,64,65,52,63,59,56,44,43,63,59,63,55,62,53,64,66,60,75,62,70,26,65,54,64,65,28,29,24,7,5,5,14,15
Warren Bondo,RM,2,3,76,55,58,72,58,64,50,53,51,64,38,71,58,39,60,73,76,76,80,62,75,67,66,66,62,51,67,61,59,57,59,69,54,65,52,14,7,7,7,14
Eugeniu Cebotaru,CDM,3,2,42,53,61,60,63,58,58,46,62,63,53,57,57,58,64,60,36,46,66,65,65,60,70,36,64,59,66,64,57,58,62,55,63,64,62,13,7,16,7,12
Bryant Ortega,CAM,3,2,70,61,58,62,35,49,50,67,42,64,42,62,48,41,62,63,72,68,65,58,79,55,59,55,42,61,57,39,57,61,45,44,32,33,39,8,12,11,5,6
Christopher Dibon,CB,3,2,44,33,51,49,64,56,34,42,66,59,20,44,39,27,58,52,47,41,45,64,60,23,90,34,60,24,64,65,39,59,39,65,66,63,61,8,11,11,10,9
Tobias Lawal,GK,3,1,66,61,60,65,30,63,12,7,20,23,6,10,11,12,28,15,33,26,32,53,28,45,48,22,65,9,24,28,5,34,12,32,9,12,12,66,61,60,63,65
Fisayo Dele-Bashiru,CAM,3,2,72,56,59,65,55,73,51,48,41,65,47,63,41,40,65,65,71,72,74,61,74,75,56,71,79,61,67,55,63,59,41,69,54,59,61,6,8,15,11,13
Juan Franco,RB,3,2,70,54,56,59,61,61,60,54,50,57,45,57,45,55,55,60,72,69,60,53,65,57,62,70,58,48,55,62,54,52,69,61,68,58,58,7,8,7,8,12
Sekou Sidibe,LM,4,4,79,62,57,66,30,51,60,60,43,55,62,66,60,46,54,65,82,76,77,52,76,69,47,65,49,62,40,22,51,60,54,60,27,33,35,8,6,12,8,7
Dennis Widgren,LWB,2,2,67,45,59,60,60,66,57,38,58,61,44,58,62,55,58,59,68,66,67,60,74,62,80,72,66,44,57,61,48,58,45,62,61,59,59,6,7,5,8,8
Jan Shcherbakovski,CAM,4,3,68,51,58,70,34,51,55,52,37,62,45,70,56,35,55,68,77,61,83,58,81,49,47,69,47,47,41,33,61,60,56,50,36,31,32,8,14,13,8,6
Bautista Kociubinski,CDM,3,2,55,49,59,58,59,64,52,42,49,70,41,55,55,54,62,64,55,55,50,58,63,62,56,72,61,54,62,56,43,47,61,51,60,62,64,7,8,12,11,13
AgustÃ­n Baldi,CDM,3,2,54,54,58,62,62,55,49,51,60,70,27,60,45,50,68,68,55,54,60,60,54,66,59,47,58,56,55,65,50,42,49,50,55,65,68,11,14,14,10,12
Antonio Zarzana PÃ©rez,RM,5,3,67,55,65,62,22,45,73,55,42,69,40,64,55,43,60,62,63,71,53,58,72,57,44,46,50,54,30,20,59,63,55,46,24,16,18,9,9,15,14,12
Darlin Leiton,RM,3,4,71,57,54,69,29,45,55,63,40,59,49,73,40,38,55,65,70,72,70,63,68,62,44,56,48,40,26,22,55,53,65,61,32,27,25,15,13,12,14,7
Bum Soo Lee,GK,3,1,64,61,58,63,61,61,12,9,10,35,13,11,9,9,34,13,63,57,44,61,43,44,44,23,64,13,13,17,14,67,26,61,16,13,12,64,61,58,61,63
Robert Zietarski,CB,3,2,65,48,51,55,62,77,36,45,65,60,39,48,37,34,61,57,63,66,66,61,68,61,81,82,78,46,66,60,52,50,44,62,62,63,62,14,13,11,5,7
Suk Young Yun,CB,3,2,71,52,58,62,61,72,63,47,60,59,56,58,55,61,54,63,70,72,70,64,64,58,72,75,72,53,67,64,63,54,54,66,62,59,56,8,16,12,8,14
Daniel Butterworth,ST,3,3,79,63,50,65,35,61,39,65,51,59,55,64,39,38,49,63,81,78,75,63,75,63,62,62,60,60,62,30,65,54,58,61,32,35,39,7,13,9,9,8
Sang Min Lee,CB,4,2,58,23,37,40,63,67,27,21,63,51,25,32,18,22,42,43,54,62,52,57,46,24,73,52,76,22,62,68,32,28,32,45,55,67,64,9,12,10,11,14
Hassan Ndam,CB,2,2,76,37,40,47,61,79,30,26,63,48,36,45,34,39,43,45,74,78,60,52,50,52,71,74,85,48,72,55,34,37,41,44,64,62,60,12,14,14,8,12
Liam Thompson,CDM,3,2,62,45,60,64,61,51,48,40,52,67,42,63,54,50,64,63,61,63,64,63,77,58,62,63,40,45,60,66,46,61,44,63,60,62,61,7,15,5,14,14
Mark Howard,GK,3,1,62,62,61,63,34,64,14,13,15,28,12,12,18,15,25,24,36,31,39,57,49,46,60,30,68,12,23,26,13,35,24,44,17,17,12,62,62,61,64,63
Moustapha Seck,LB,3,2,67,47,57,57,61,57,66,43,55,57,42,57,44,46,58,53,67,67,66,63,63,51,55,54,58,49,59,60,58,52,48,54,61,63,65,13,7,11,12,8
Sandi KriÅ¾man,ST,2,2,81,61,58,62,30,59,58,62,58,62,55,62,51,52,53,62,82,80,60,61,63,65,56,52,65,57,53,25,62,56,58,59,36,21,21,15,13,14,15,9
IvÃ¡n Morante Ruiz,CAM,3,3,65,58,61,64,49,48,46,61,44,70,43,66,47,35,69,64,64,65,62,53,67,55,52,53,50,60,38,55,59,62,50,57,34,65,41,11,7,12,8,8
Herculano Bucancil Nabian,ST,3,2,80,62,52,60,30,62,48,61,60,57,46,59,51,64,47,62,83,77,62,58,61,73,58,52,74,62,44,26,52,47,48,44,23,31,22,6,13,6,14,10
Marcel Benger,CDM,3,2,55,42,58,60,62,62,47,40,56,67,30,58,49,49,66,64,57,54,60,54,61,56,60,53,65,34,68,58,41,51,52,65,62,65,65,8,9,7,11,13
Dennis Smarsch,GK,4,1,64,64,66,64,31,62,12,9,12,18,6,11,12,8,20,14,31,32,32,47,27,50,33,27,74,9,29,11,7,27,15,24,10,12,11,64,64,66,62,64
Hang Li,CM,3,2,68,61,65,60,58,71,63,59,59,65,54,57,73,71,64,61,71,66,66,62,64,69,71,80,71,61,62,59,64,63,58,58,58,57,55,7,11,15,7,8
Mihai Roman,RW,3,3,65,61,65,62,50,55,69,58,51,66,60,60,64,66,64,62,65,65,70,58,67,63,61,34,63,63,59,52,67,62,68,68,50,50,45,8,11,16,11,9
Abdulrahman Al Barakah,CDM,3,2,57,46,55,62,59,72,41,44,55,64,31,62,40,43,61,63,60,55,62,57,70,51,74,72,72,48,71,61,54,57,49,53,56,62,58,15,10,7,12,10
Gabriel ColmenÃ¡rez,RWB,3,2,63,54,61,63,61,63,61,51,58,63,45,64,55,53,62,63,62,63,60,62,67,59,71,70,60,58,60,60,55,60,58,59,63,61,60,7,11,9,6,9
Aaron Wildig,CM,3,3,68,59,62,65,56,64,58,58,43,65,57,63,54,55,63,62,66,69,78,62,80,62,77,80,64,58,39,56,60,64,54,63,57,60,56,11,15,8,11,12
Moustapha CissÃ©,ST,3,2,75,64,51,62,21,52,45,69,55,57,51,63,44,40,43,60,78,72,63,61,65,62,62,55,55,61,37,19,65,57,46,54,18,16,17,8,8,8,6,7
Jair Veiga Vieira Tavares,RM,4,4,83,57,57,62,25,56,60,56,37,57,51,61,55,45,55,57,83,83,80,63,71,61,53,72,51,57,47,22,57,58,53,56,18,29,27,11,15,10,15,7
Malte Kiilerich,CB,2,2,61,31,44,43,62,72,30,24,65,56,28,32,32,30,58,52,59,63,53,55,58,54,64,64,79,24,65,62,35,32,30,45,60,63,62,14,7,14,8,7
Moses Opondo,RM,3,3,72,58,58,67,55,70,48,58,41,65,51,64,52,35,62,66,70,74,78,62,82,61,76,82,71,55,51,58,61,59,58,59,57,57,54,14,10,6,12,10
Daniel GutiÃ©rrez,CB,2,2,63,22,39,55,64,66,20,15,63,54,22,57,29,28,52,50,62,64,49,59,70,35,72,63,68,22,62,62,25,26,31,54,64,65,64,9,7,6,10,11
Simen Rafn,RWB,3,2,76,48,60,62,56,64,61,46,44,61,43,60,60,49,57,60,75,76,76,55,81,56,79,73,58,46,64,59,56,60,42,58,57,56,55,8,7,8,12,10
Drake Callender,GK,1,1,64,58,61,64,25,64,13,5,13,27,6,14,10,13,24,14,25,25,23,62,23,46,33,30,74,7,16,6,4,25,11,36,5,13,11,64,58,61,64,64
Joseph Ganda,ST,5,3,76,63,57,64,35,69,56,60,56,57,58,65,61,62,51,63,73,78,68,58,61,72,72,58,76,63,63,23,62,58,58,70,28,41,38,5,7,6,11,15
Omar Rekik,CB,4,2,68,35,38,46,64,64,35,31,69,42,43,40,33,28,40,45,69,68,50,69,65,43,74,63,68,34,55,62,35,37,44,49,58,68,72,7,10,8,10,9
Santiago Zamora,CAM,2,2,62,61,58,62,59,54,39,59,47,68,37,60,36,63,66,63,61,63,70,63,64,74,49,52,58,67,47,62,59,59,38,58,58,63,60,13,11,10,14,15
Tobias Gulliksen,CAM,3,4,70,54,58,66,49,57,53,57,46,64,41,64,41,41,62,64,71,70,85,59,81,55,61,72,43,52,70,50,62,60,45,49,45,52,53,9,9,8,10,10
Brian HÃ¤mÃ¤lÃ¤inen,CDM,3,3,63,56,64,63,61,70,64,44,56,64,60,64,68,69,65,62,64,63,62,63,68,72,66,67,72,62,68,64,58,59,62,63,62,61,59,7,7,16,6,6
Elliot KÃ¤ck,LB,4,2,78,48,59,63,54,63,59,37,53,60,45,61,63,63,55,63,77,79,71,58,81,65,77,78,57,57,57,52,51,56,39,58,50,59,57,8,7,13,12,13
Federico Rasmussen,CB,2,2,54,33,45,53,62,71,34,29,70,56,32,51,40,28,54,53,52,55,53,58,54,48,68,67,77,25,60,52,27,35,41,55,60,67,62,13,14,8,7,12
Salem Al Hajri,CB,3,2,58,37,54,55,63,67,45,35,58,63,35,50,49,35,57,57,61,55,59,58,66,43,68,58,71,38,68,63,34,52,40,58,61,66,65,12,12,12,9,14
Nelson Palacio,CAM,2,2,71,56,59,63,60,63,49,58,53,65,34,61,35,53,62,66,70,71,70,63,70,55,60,70,60,58,60,55,60,64,49,49,60,65,62,12,10,6,5,12
Erdon Daci,ST,3,2,62,65,57,67,25,48,58,67,52,60,65,73,64,51,48,64,67,58,57,63,61,72,55,43,58,58,28,19,58,58,50,55,29,17,17,10,11,11,11,9
Alaaddin OkumuÅŸ,RB,3,2,65,48,56,64,59,58,62,40,50,59,55,65,60,55,58,64,65,65,59,62,78,60,60,55,62,50,53,62,53,42,48,47,51,67,64,14,14,10,13,8
Å½an KolmaniÄ,LM,3,2,66,40,67,62,55,65,70,41,45,69,25,62,65,63,63,65,64,68,60,63,56,38,64,72,66,41,54,51,63,63,35,60,55,62,55,7,14,8,14,10
Alex MacDonald,LM,3,3,74,58,59,63,56,80,58,57,53,60,56,60,59,57,57,58,78,70,80,62,91,65,85,81,80,56,78,58,58,62,57,58,55,57,59,12,14,8,8,9
Wiktor DÅ‚ugosz,RM,3,2,80,52,59,63,51,60,56,55,39,63,44,64,58,46,61,59,82,78,78,55,70,54,59,67,58,45,57,55,58,58,46,56,54,50,51,13,9,7,12,14
Muhammed Cham,CAM,3,2,78,60,57,68,25,40,42,59,26,64,62,71,66,44,62,65,82,74,81,45,61,53,51,40,43,67,31,27,55,57,64,65,31,21,18,6,9,8,8,15
Lukas Fridrikas,RM,3,2,75,58,58,62,28,58,63,60,57,58,52,64,51,37,57,63,73,77,64,48,60,63,49,70,65,47,27,24,56,62,62,57,26,23,23,13,11,14,12,6
Batuhan Åžen,GK,2,1,65,60,63,66,24,62,11,7,12,24,8,8,13,11,15,15,20,31,37,56,21,47,32,24,60,6,17,8,6,26,18,47,10,13,14,65,60,63,62,66
